,mean_length,aa_buffer
IPR056435,77.5,5
IPR006134,444.6666666666667,5
IPR025687,68.5,5
IPR021841,178.0,5
IPR019441,132.0,5
IPR045336,241.0,5
IPR045337,172.0,5
IPR021785,59.0,5
IPR013955,117.0,5
IPR013258,128.33333333333334,5
IPR053848,52.0,5
IPR046861,49.0,2
IPR056578,46.5,2
IPR041866,106.0,5
IPR045819,389.5,5
IPR041472,80.0,5
IPR046799,97.0,5
IPR032035,222.0,5
IPR028010,107.0,5
IPR006787,131.0,5
IPR006786,124.0,5
IPR049904,119.0,5
IPR056255,70.5,5
IPR056256,87.0,5
IPR056257,167.0,5
IPR056258,198.5,5
IPR040618,83.0,5
IPR004126,80.0,5
IPR037449,252.0,5
IPR048749,62.0,5
IPR040954,27.0,2
IPR024635,67.0,5
IPR034048,85.0,5
IPR041384,65.0,5
IPR049121,96.0,5
IPR045063,221.0,5
IPR045769,104.0,5
IPR004084,42.0,2
IPR013049,61.0,5
IPR034136,172.0,5
IPR010400,171.0,5
IPR008493,122.0,5
IPR048364,60.0,5
IPR048999,56.0,5
IPR059034,122.0,5
IPR037940,84.0,5
IPR011600,213.0,5
IPR041077,136.0,5
IPR041429,91.0,5
IPR010578,380.5,5
IPR059060,169.33333333333334,5
IPR015337,37.0,2
IPR011084,96.33333333333333,5
IPR018164,584.0,5
IPR057456,62.0,5
IPR019482,90.0,5
IPR055140,116.0,5
IPR014824,87.0,5
IPR001075,66.0,5
IPR016082,49.666666666666664,2
IPR007371,113.0,5
IPR007373,68.0,5
IPR045742,110.0,5
IPR025717,69.0,5
IPR025718,52.0,5
IPR060175,178.0,5
IPR060173,201.0,5
IPR028923,248.0,5
IPR000031,154.0,5
IPR013749,180.0,5
IPR026987,47.0,2
IPR055457,253.0,5
IPR055459,137.0,5
IPR031782,87.0,5
IPR057292,121.0,5
IPR057676,155.0,5
IPR035476,163.0,5
IPR035482,191.0,5
IPR048316,91.0,5
IPR049246,94.0,5
IPR049247,74.0,5
IPR027868,154.0,5
IPR032697,241.0,5
IPR032696,336.0,5
IPR006845,220.33333333333334,5
IPR041493,37.0,2
IPR005148,88.0,5
IPR003127,78.66666666666667,5
IPR006545,269.5,5
IPR013600,119.0,5
IPR012908,218.0,5
IPR056824,324.0,5
IPR049546,333.0,5
IPR047325,234.0,5
IPR047824,82.0,5
IPR047575,68.0,5
IPR019181,87.0,5
IPR012588,89.0,5
IPR013830,158.5,5
IPR026870,22.0,2
IPR041134,53.0,5
IPR041139,41.5,2
IPR041136,58.0,5
IPR040989,61.0,5
IPR021870,161.0,5
IPR014017,65.0,5
IPR012988,70.5,5
IPR045841,1581.0,5
IPR056530,124.0,5
IPR025704,796.0,5
IPR009095,110.0,5
IPR006580,83.0,5
IPR048325,101.0,5
IPR048324,122.5,5
IPR048326,122.0,5
IPR006564,27.0,2
IPR045563,43.0,2
IPR031826,200.0,5
IPR022110,167.0,5
IPR048742,174.0,5
IPR048741,231.0,5
IPR015908,167.5,5
IPR025504,310.0,5
IPR012001,113.5,5
IPR012000,128.5,5
IPR011766,153.5,5
IPR040815,79.0,5
IPR046468,141.66666666666666,5
IPR056575,70.0,5
IPR045802,827.0,5
IPR025640,50.0,5
IPR032027,43.0,2
IPR020602,176.0,5
IPR015413,377.5,5
IPR041872,163.0,5
IPR022676,153.0,5
IPR022677,179.5,5
IPR049481,28.0,2
IPR047313,28.0,2
IPR011945,211.0,5
IPR013867,193.5,5
IPR032765,181.0,5
IPR011710,139.0,5
IPR029446,131.0,5
IPR039456,46.0,2
IPR013882,31.0,2
IPR013930,42.0,2
IPR013929,65.0,5
IPR057989,220.0,5
IPR014001,188.0,5
IPR042786,76.0,5
IPR054076,107.5,5
IPR013905,167.0,5
IPR013717,112.0,5
IPR041285,350.5,5
IPR009401,403.0,5
IPR040992,188.0,5
IPR041106,225.0,5
IPR041385,69.0,5
IPR015348,23.0,2
IPR058767,107.0,5
IPR056875,79.0,5
IPR048337,140.0,5
IPR013650,206.0,5
IPR022712,123.0,5
IPR011108,59.666666666666664,5
IPR025069,171.0,5
IPR024679,103.0,5
IPR057949,368.0,5
IPR042053,379.0,5
IPR057652,109.0,5
IPR027474,208.0,5
IPR040919,104.0,5
IPR013123,74.5,5
IPR019544,32.0,2
IPR032430,498.0,5
IPR055455,284.0,5
IPR021843,86.0,5
IPR049763,88.0,5
IPR029262,303.0,5
IPR046950,374.0,5
IPR035300,62.333333333333336,5
IPR043636,96.0,5
IPR024970,196.0,5
IPR008636,513.6666666666666,5
IPR053894,148.0,5
IPR053897,65.0,5
IPR003388,190.5,5
IPR045669,92.0,5
IPR002735,115.5,5
IPR054593,174.0,5
IPR041447,94.0,5
IPR041625,78.0,5
IPR056289,59.0,5
IPR028926,157.0,5
IPR048962,40.0,2
IPR014808,207.0,5
IPR048459,97.0,5
IPR026851,203.0,5
IPR030397,95.0,5
IPR046472,83.0,5
IPR059011,98.0,5
IPR007705,89.5,5
IPR003754,252.0,5
IPR059983,33.0,2
IPR059984,31.0,2
IPR042581,67.0,5
IPR012972,62.0,5
IPR057498,184.0,5
IPR049909,92.5,5
IPR008283,132.0,5
IPR000819,307.0,5
IPR049761,75.0,5
IPR042782,82.0,5
IPR044039,58.0,5
IPR039508,67.0,5
IPR028168,190.0,5
IPR004044,73.0,5
IPR001351,82.0,5
IPR021757,96.0,5
IPR033650,139.0,5
IPR049448,119.0,5
IPR028202,71.0,5
IPR060287,565.0,5
IPR015848,78.0,5
IPR057430,39.0,2
IPR031824,117.0,5
IPR045827,164.0,5
IPR048857,74.0,5
IPR015386,111.0,5
IPR011988,67.0,5
IPR013132,238.0,5
IPR006190,59.0,5
IPR053984,79.0,5
IPR053985,100.0,5
IPR053986,118.0,5
IPR028889,273.0,5
IPR029388,518.0,5
IPR029256,23.0,2
IPR057931,65.0,5
IPR041137,154.0,5
IPR049406,111.0,5
IPR008332,75.0,5
IPR014048,79.0,5
IPR054132,51.0,5
IPR028129,110.0,5
IPR024585,170.0,5
IPR009076,98.0,5
IPR032565,86.0,5
IPR003164,109.0,5
IPR060363,47.0,2
IPR031996,69.0,5
IPR057633,71.0,5
IPR033904,280.0,5
IPR048664,98.0,5
IPR024657,145.5,5
IPR000361,99.0,5
IPR000631,293.0,5
IPR031867,149.66666666666666,5
IPR007187,514.0,5
IPR007064,229.0,5
IPR048899,46.0,2
IPR048898,93.0,5
IPR021891,135.0,5
IPR049139,129.0,5
IPR009686,191.0,5
IPR015336,29.0,2
IPR033647,133.0,5
IPR033648,158.0,5
IPR004457,194.5,5
IPR032570,112.0,5
IPR021643,210.0,5
IPR032189,254.0,5
IPR058249,98.0,5
IPR049897,229.5,5
IPR042013,112.0,5
IPR059104,292.0,5
IPR008932,50.0,5
IPR013823,67.0,5
IPR000298,257.0,5
IPR008200,24.0,2
IPR058899,154.33333333333334,5
IPR059001,99.0,5
IPR029394,114.0,5
IPR041337,69.0,5
IPR049217,122.0,5
IPR048315,169.0,5
IPR049218,116.0,5
IPR026800,391.0,5
IPR015036,178.0,5
IPR015311,223.0,5
IPR041417,118.0,5
IPR006988,76.5,5
IPR006989,126.5,5
IPR006986,164.0,5
IPR005797,208.0,5
IPR005798,170.0,5
IPR049092,229.0,5
IPR031488,122.0,5
IPR048660,70.0,5
IPR056173,90.0,5
IPR041686,49.0,2
IPR029381,288.0,5
IPR045626,79.0,5
IPR047472,57.0,5
IPR013658,247.0,5
IPR042701,574.0,5
IPR032100,53.0,5
IPR002775,62.0,5
IPR018325,124.0,5
IPR018326,52.0,5
IPR018327,60.0,5
IPR018328,74.0,5
IPR032718,45.0,2
IPR015125,121.0,5
IPR032714,120.0,5
IPR058883,72.5,5
IPR049043,128.0,5
IPR007308,83.0,5
IPR039803,116.0,5
IPR032174,390.0,5
IPR048966,166.0,5
IPR048967,87.0,5
IPR005549,141.0,5
IPR031444,108.0,5
IPR034154,76.0,5
IPR007694,251.0,5
IPR029369,141.0,5
IPR003342,254.5,5
IPR032421,202.5,5
IPR015252,185.0,5
IPR015187,125.0,5
IPR015205,41.0,2
IPR015188,133.0,5
IPR055077,74.0,5
IPR058732,104.0,5
IPR045462,128.0,5
IPR005181,187.0,5
IPR032101,69.0,5
IPR014936,33.5,2
IPR056516,511.0,5
IPR056517,180.0,5
IPR054519,113.0,5
IPR003171,289.0,5
IPR053806,300.0,5
IPR054077,110.0,5
IPR032738,121.0,5
IPR013341,103.0,5
IPR013342,95.0,5
IPR029065,216.0,5
IPR004006,327.0,5
IPR004007,199.0,5
IPR031802,53.5,5
IPR057368,85.0,5
IPR055416,73.0,5
IPR054509,111.0,5
IPR049400,95.0,5
IPR022590,77.0,5
IPR049321,68.0,5
IPR056857,278.0,5
IPR055450,117.0,5
IPR056856,348.0,5
IPR015319,93.0,5
IPR054323,117.0,5
IPR056158,330.0,5
IPR057979,99.0,5
IPR057560,49.0,2
IPR037674,273.0,5
IPR045687,317.0,5
IPR006953,281.0,5
IPR006955,166.0,5
IPR040665,21.0,2
IPR015095,36.0,2
IPR029144,74.5,5
IPR057944,70.0,5
IPR040503,94.0,5
IPR022111,63.0,5
IPR040872,35.333333333333336,2
IPR013583,114.0,5
IPR012953,258.0,5
IPR019160,131.0,5
IPR048628,294.0,5
IPR019315,75.0,5
IPR053922,27.0,2
IPR053921,154.0,5
IPR024639,71.0,5
IPR048383,112.0,5
IPR048384,87.0,5
IPR022229,186.0,5
IPR022232,60.0,5
IPR006629,79.33333333333333,5
IPR019514,234.0,5
IPR022746,27.0,2
IPR056153,349.0,5
IPR056152,253.0,5
IPR057411,379.0,5
IPR056838,44.0,2
IPR033393,82.0,5
IPR015056,195.0,5
IPR057882,127.0,5
IPR032745,108.33333333333333,5
IPR041175,147.0,5
IPR041540,41.0,2
IPR027806,152.0,5
IPR047502,38.0,2
IPR057632,193.0,5
IPR056810,133.0,5
IPR057546,182.0,5
IPR035417,91.0,5
IPR024954,64.0,5
IPR048993,129.0,5
IPR048985,48.0,2
IPR049131,222.0,5
IPR006075,284.0,5
IPR018027,149.0,5
IPR015104,84.0,5
IPR006605,231.0,5
IPR049038,55.0,5
IPR011496,282.0,5
IPR014851,168.0,5
IPR057495,57.0,5
IPR057051,76.0,5
IPR057050,79.0,5
IPR034517,74.0,5
IPR057044,80.0,5
IPR057043,68.0,5
IPR057045,60.0,5
IPR057046,64.0,5
IPR057047,69.0,5
IPR057048,67.0,5
IPR022416,81.66666666666667,5
IPR028091,304.0,5
IPR041178,161.0,5
IPR054357,128.0,5
IPR002539,110.0,5
IPR032572,60.0,5
IPR058847,157.8,5
IPR032321,127.0,5
IPR013593,44.0,2
IPR013531,31.666666666666668,2
IPR003173,51.0,5
IPR027370,39.0,2
IPR024641,95.0,5
IPR022008,32.5,2
IPR010259,72.0,5
IPR041254,81.0,5
IPR041052,65.0,5
IPR041051,80.0,5
IPR054594,52.5,5
IPR008269,210.0,5
IPR032640,81.5,5
IPR006828,90.0,5
IPR049095,330.0,5
IPR049093,238.0,5
IPR049094,109.0,5
IPR048952,89.0,5
IPR054518,149.0,5
IPR002740,162.0,5
IPR018711,192.0,5
IPR031963,352.0,5
IPR058545,426.0,5
IPR011678,205.0,5
IPR007192,238.0,5
IPR041249,138.0,5
IPR048637,42.0,2
IPR040961,78.0,5
IPR058832,98.0,5
IPR045578,239.0,5
IPR018463,306.0,5
IPR019513,140.0,5
IPR018302,43.0,2
IPR032429,109.0,5
IPR013908,64.0,5
IPR055427,158.0,5
IPR055429,129.0,5
IPR055428,94.0,5
IPR027918,87.0,5
IPR059089,175.0,5
IPR048763,87.0,5
IPR040842,110.0,5
IPR025742,78.0,5
IPR026896,40.0,2
IPR025614,532.0,5
IPR029473,101.85714285714286,5
IPR025481,252.0,5
IPR045842,710.5,5
IPR041426,46.5,2
IPR021648,137.0,5
IPR031491,104.0,5
IPR031490,36.0,2
IPR006906,260.0,5
IPR007725,86.0,5
IPR057975,109.0,5
IPR014786,60.0,5
IPR056884,124.5,5
IPR056752,85.0,5
IPR057732,83.0,5
IPR057735,144.0,5
IPR057733,69.0,5
IPR057734,69.0,5
IPR015120,71.0,5
IPR049257,64.0,5
IPR058777,139.0,5
IPR032029,62.0,5
IPR007009,184.0,5
IPR054078,137.0,5
IPR011614,385.0,5
IPR010582,59.0,5
IPR045704,311.0,5
IPR045790,100.0,5
IPR002853,147.0,5
IPR021600,85.0,5
IPR032028,52.0,5
IPR054537,97.0,5
IPR031947,193.0,5
IPR029198,131.5,5
IPR055433,158.0,5
IPR056350,204.0,5
IPR055430,274.3333333333333,5
IPR010363,179.0,5
IPR008532,110.5,5
IPR041664,146.0,5
IPR048866,67.0,5
IPR047088,129.0,5
IPR000868,147.0,5
IPR007722,84.0,5
IPR018731,106.0,5
IPR047499,40.0,2
IPR015021,314.0,5
IPR048939,93.0,5
IPR048940,55.0,5
IPR048318,85.0,5
IPR031813,127.0,5
IPR049449,82.0,5
IPR049450,117.0,5
IPR056750,137.0,5
IPR013576,54.0,5
IPR056861,164.0,5
IPR056475,93.0,5
IPR048513,98.0,5
IPR005034,92.0,5
IPR048512,125.0,5
IPR000999,211.0,5
IPR032041,296.0,5
IPR031336,163.0,5
IPR048777,232.0,5
IPR047501,38.0,2
IPR019525,207.0,5
IPR032840,152.0,5
IPR027794,59.0,5
IPR032728,253.0,5
IPR056419,101.0,5
IPR031865,123.66666666666667,5
IPR000988,64.5,5
IPR056987,63.0,5
IPR056886,159.0,5
IPR056883,159.0,5
IPR056885,238.0,5
IPR054552,89.0,5
IPR022174,116.5,5
IPR049231,168.0,5
IPR049075,65.0,5
IPR049077,127.0,5
IPR049079,66.0,5
IPR026122,235.0,5
IPR041042,31.0,2
IPR018617,125.0,5
IPR018861,197.0,5
IPR005643,246.0,5
IPR056432,157.0,5
IPR056424,310.0,5
IPR056421,208.0,5
IPR056420,338.0,5
IPR021668,165.0,5
IPR047300,86.0,5
IPR032040,488.0,5
IPR025151,222.0,5
IPR007230,147.0,5
IPR021967,291.0,5
IPR040997,95.0,5
IPR057637,72.0,5
IPR057638,125.0,5
IPR057636,92.0,5
IPR059141,473.0,5
IPR056547,230.0,5
IPR056535,264.0,5
IPR056536,257.0,5
IPR032381,123.0,5
IPR006861,115.0,5
IPR040459,74.0,5
IPR023302,366.5,5
IPR041105,73.0,5
IPR049124,109.0,5
IPR023616,510.0,5
IPR055445,280.5,5
IPR055164,138.0,5
IPR021846,91.0,5
IPR048541,79.0,5
IPR037319,85.0,5
IPR025789,314.0,5
IPR058731,45.0,2
IPR058730,70.0,5
IPR059099,110.0,5
IPR056860,62.0,5
IPR018958,136.5,5
IPR056527,336.0,5
IPR022189,45.333333333333336,2
IPR019536,64.0,5
IPR029435,175.0,5
IPR025304,286.0,5
IPR005571,90.0,5
IPR000783,72.0,5
IPR038726,133.0,5
IPR031831,34.0,2
IPR056745,76.0,5
IPR030382,289.5,5
IPR032049,52.0,5
IPR022033,335.75,5
IPR029190,199.0,5
IPR025561,62.0,5
IPR049109,123.5,5
IPR045763,148.0,5
IPR031329,506.0,5
IPR019406,24.5,2
IPR058859,88.0,5
IPR057333,113.0,5
IPR015371,38.0,2
IPR011564,130.0,5
IPR032042,143.0,5
IPR048953,141.0,5
IPR017898,107.0,5
IPR017899,96.0,5
IPR049581,252.0,5
IPR000793,129.0,5
IPR032068,79.5,5
IPR022041,135.0,5
IPR014730,186.5,5
IPR014731,80.0,5
IPR048418,61.0,5
IPR048409,122.5,5
IPR048595,96.0,5
IPR032361,78.0,5
IPR057316,123.0,5
IPR013915,66.0,5
IPR002182,174.0,5
IPR048975,67.0,5
IPR041452,134.0,5
IPR041093,88.0,5
IPR005633,50.0,5
IPR021777,101.0,5
IPR047056,75.0,5
IPR033028,80.0,5
IPR019605,112.0,5
IPR029209,189.0,5
IPR048662,91.0,5
IPR024660,151.0,5
IPR041623,159.0,5
IPR012973,51.0,5
IPR056229,102.0,5
IPR056230,166.0,5
IPR025837,210.0,5
IPR057778,66.0,5
IPR013881,213.0,5
IPR002761,234.0,5
IPR015343,81.0,5
IPR015342,75.0,5
IPR003736,108.0,5
IPR057659,50.0,5
IPR013934,134.0,5
IPR055258,191.0,5
IPR057540,67.0,5
IPR019135,119.0,5
IPR031808,104.33333333333333,5
IPR012943,70.0,5
IPR056273,109.0,5
IPR000118,52.0,5
IPR019814,67.0,5
IPR056619,48.0,2
IPR032060,41.0,2
IPR048570,267.0,5
IPR040623,135.0,5
IPR056392,78.0,5
IPR055167,166.33333333333334,5
IPR057658,95.0,5
IPR041024,104.0,5
IPR048308,113.0,5
IPR049903,120.0,5
IPR040707,72.0,5
IPR041609,48.0,2
IPR055181,153.0,5
IPR024761,444.0,5
IPR045803,77.0,5
IPR024764,51.0,5
IPR019147,128.0,5
IPR042732,283.0,5
IPR057282,156.0,5
IPR031161,346.5,5
IPR033453,349.0,5
IPR033452,62.0,5
IPR056855,266.0,5
IPR031333,96.0,5
IPR046378,204.0,5
IPR002711,39.0,2
IPR042694,239.0,5
IPR055402,375.0,5
IPR055403,245.0,5
IPR055404,164.0,5
IPR055405,210.0,5
IPR019527,548.0,5
IPR022752,23.0,2
IPR031622,25.0,2
IPR031625,45.0,2
IPR013886,71.0,5
IPR057885,102.0,5
IPR058727,85.0,5
IPR058028,104.0,5
IPR031651,109.0,5
IPR031711,88.0,5
IPR049390,523.0,5
IPR034925,82.0,5
IPR048267,163.0,5
IPR048268,223.0,5
IPR026147,153.0,5
IPR045698,201.0,5
IPR008040,201.0,5
IPR002821,299.0,5
IPR049517,164.0,5
IPR003692,522.0,5
IPR056981,209.0,5
IPR040640,51.0,5
IPR031971,50.0,5
IPR041797,88.0,5
IPR058563,73.0,5
IPR058564,147.0,5
IPR058565,128.0,5
IPR058567,114.0,5
IPR058568,125.0,5
IPR059041,85.0,5
IPR040641,61.0,5
IPR047543,41.0,2
IPR057426,53.0,5
IPR047541,53.0,5
IPR041031,91.0,5
IPR011519,54.0,5
IPR035301,42.0,2
IPR041174,80.0,5
IPR041252,68.0,5
IPR000297,102.5,5
IPR016014,207.5,5
IPR016015,218.5,5
IPR057883,108.0,5
IPR028026,358.0,5
IPR028032,384.0,5
IPR011576,119.0,5
IPR019576,55.0,5
IPR018119,87.0,5
IPR035617,59.0,5
IPR018849,194.0,5
IPR031615,53.0,5
IPR009056,101.0,5
IPR047550,48.0,2
IPR040886,147.0,5
IPR005195,203.0,5
IPR007639,155.0,5
IPR007638,89.0,5
IPR049437,75.0,5
IPR007205,174.0,5
IPR007206,53.0,5
IPR021922,82.0,5
IPR031160,266.5,5
IPR055122,187.0,5
IPR055113,79.0,5
IPR056879,107.0,5
IPR056878,85.0,5
IPR055114,66.0,5
IPR055107,70.0,5
IPR056877,143.0,5
IPR056574,75.0,5
IPR057469,89.0,5
IPR013627,66.0,5
IPR054300,105.0,5
IPR057990,256.0,5
IPR046857,85.0,5
IPR046856,79.0,5
IPR056237,104.0,5
IPR005161,218.0,5
IPR021925,114.0,5
IPR048926,52.0,5
IPR056772,160.0,5
IPR056773,59.0,5
IPR041715,320.0,5
IPR024435,247.0,5
IPR048830,37.0,2
IPR048832,171.0,5
IPR021605,39.0,2
IPR054127,39.0,2
IPR031310,53.0,5
IPR031309,98.0,5
IPR056787,87.0,5
IPR033931,106.0,5
IPR003166,80.0,5
IPR040501,58.0,5
IPR058938,131.0,5
IPR056515,47.0,2
IPR009361,92.0,5
IPR048344,238.0,5
IPR048343,130.0,5
IPR055148,154.0,5
IPR015377,103.0,5
IPR013866,38.0,2
IPR020897,100.66666666666667,5
IPR020898,202.0,5
IPR018816,187.0,5
IPR019134,124.0,5
IPR014908,429.0,5
IPR032147,97.0,5
IPR058606,54.0,5
IPR054533,73.0,5
IPR021064,113.0,5
IPR019371,85.0,5
IPR053821,74.0,5
IPR053822,95.0,5
IPR035547,283.0,5
IPR028191,571.0,5
IPR028282,343.0,5
IPR028283,169.0,5
IPR041565,72.0,5
IPR041170,90.0,5
IPR010533,331.0,5
IPR021565,40.0,2
IPR057644,323.0,5
IPR017913,39.0,2
IPR017914,43.0,2
IPR028187,192.0,5
IPR021052,114.0,5
IPR007853,97.0,5
IPR021538,19.0,2
IPR006785,43.0,2
IPR046804,810.0,5
IPR046803,803.0,5
IPR012582,397.0,5
IPR045581,685.0,5
IPR022031,339.0,5
IPR028261,109.0,5
IPR049388,19.0,2
IPR056719,42.0,2
IPR056720,43.0,2
IPR056718,70.0,5
IPR013899,65.0,5
IPR002625,82.0,5
IPR028011,90.0,5
IPR007588,58.0,5
IPR015216,86.0,5
IPR019356,406.5,5
IPR005151,198.25,5
IPR034264,99.0,5
IPR010933,54.0,5
IPR039462,363.0,5
IPR041553,61.0,5
IPR053859,169.0,5
IPR041431,185.0,5
IPR013562,192.0,5
IPR007807,206.0,5
IPR027992,212.0,5
IPR046465,99.0,5
IPR049315,423.0,5
IPR001597,143.0,5
IPR049316,121.0,5
IPR024725,51.0,5
IPR049905,119.0,5
IPR056557,145.0,5
IPR037517,159.0,5
IPR002372,329.0,5
IPR008915,340.0,5
IPR001792,90.0,5
IPR026859,288.0,5
IPR004343,131.0,5
IPR041294,95.0,5
IPR004879,161.0,5
IPR058839,108.0,5
IPR007850,95.0,5
IPR045576,265.0,5
IPR012583,162.0,5
IPR012980,67.0,5
IPR012960,58.0,5
IPR032819,66.0,5
IPR058586,110.0,5
IPR042708,382.0,5
IPR023370,138.0,5
IPR041282,59.0,5
IPR022226,136.0,5
IPR058541,227.0,5
IPR058538,140.0,5
IPR058540,192.0,5
IPR057651,102.0,5
IPR003615,39.0,2
IPR032003,88.0,5
IPR040773,117.0,5
IPR040780,26.0,2
IPR026799,420.0,5
IPR034903,76.0,5
IPR005106,110.0,5
IPR002811,88.0,5
IPR019477,35.0,2
IPR040758,72.0,5
IPR034052,135.0,5
IPR056762,73.0,5
IPR031600,103.0,5
IPR011422,96.0,5
IPR028158,39.0,2
IPR028155,66.0,5
IPR028159,80.0,5
IPR056291,282.0,5
IPR056292,107.0,5
IPR041591,50.0,5
IPR029440,59.0,5
IPR041959,104.0,5
IPR032680,228.0,5
IPR058769,99.0,5
IPR058560,169.0,5
IPR057403,349.0,5
IPR002871,147.0,5
IPR058796,22.0,2
IPR037822,61.0,5
IPR042055,82.0,5
IPR019529,92.0,5
IPR032763,151.0,5
IPR019273,49.0,2
IPR053905,82.0,5
IPR037970,97.0,5
IPR025423,97.0,5
IPR031729,354.0,5
IPR055386,81.0,5
IPR055387,232.0,5
IPR055277,206.0,5
IPR028077,86.0,5
IPR032426,82.0,5
IPR049760,46.0,2
IPR039432,68.0,5
IPR057033,86.5,5
IPR037451,252.0,5
IPR025160,153.0,5
IPR012617,84.0,5
IPR012971,131.0,5
IPR024929,156.0,5
IPR045799,225.0,5
IPR041516,47.0,2
IPR024958,189.0,5
IPR019574,45.0,2
IPR054351,66.0,5
IPR006963,56.0,5
IPR006656,327.0,5
IPR015405,52.0,5
IPR031991,81.0,5
IPR029249,96.0,5
IPR003379,200.0,5
IPR025892,49.333333333333336,2
IPR025891,66.5,5
IPR025999,197.0,5
IPR058828,132.0,5
IPR056371,78.0,5
IPR038922,40.0,2
IPR045135,177.0,5
IPR048624,27.0,2
IPR023572,136.0,5
IPR005144,91.0,5
IPR013509,70.0,5
IPR000788,522.0,5
IPR057345,118.0,5
IPR057991,358.0,5
IPR056862,220.0,5
IPR057613,117.0,5
IPR057615,102.0,5
IPR057714,153.0,5
IPR012883,122.0,5
IPR011679,95.0,5
IPR057534,61.0,5
IPR058905,113.0,5
IPR058904,146.0,5
IPR058758,154.0,5
IPR047544,82.0,5
IPR058750,205.0,5
IPR059030,387.0,5
IPR022412,71.0,5
IPR002638,170.0,5
IPR057780,329.0,5
IPR056483,122.0,5
IPR021718,206.0,5
IPR001754,214.0,5
IPR021761,73.0,5
IPR056631,43.0,2
IPR059102,59.0,5
IPR006907,84.0,5
IPR049549,22.0,2
IPR015253,165.0,5
IPR058951,66.0,5
IPR045811,292.0,5
IPR019601,276.0,5
IPR006799,364.0,5
IPR022756,55.0,5
IPR007810,349.0,5
IPR058919,106.0,5
IPR031419,38.0,2
IPR041312,83.0,5
IPR021043,39.0,2
IPR022159,89.0,5
IPR029324,129.0,5
IPR032506,53.0,5
IPR007191,98.0,5
IPR048630,232.0,5
IPR032699,87.0,5
IPR015033,70.0,5
IPR048751,58.0,5
IPR048750,289.0,5
IPR040749,80.0,5
IPR018838,70.0,5
IPR058210,239.66666666666666,5
IPR007842,121.0,5
IPR024647,61.0,5
IPR015088,189.0,5
IPR012904,115.0,5
IPR033776,100.0,5
IPR037430,243.0,5
IPR057953,74.0,5
IPR019446,168.0,5
IPR056989,113.0,5
IPR000257,345.0,5
IPR012977,362.0,5
IPR007949,135.0,5
IPR048292,46.0,2
IPR007075,183.0,5
IPR007073,135.0,5
IPR048439,42.0,2
IPR041598,73.0,5
IPR031902,41.0,2
IPR047492,76.0,5
IPR023128,177.0,5
IPR047558,64.0,5
IPR047557,72.0,5
IPR007197,276.0,5
IPR053902,154.0,5
IPR011063,183.0,5
IPR032442,30.0,2
IPR019155,147.0,5
IPR045820,776.0,5
IPR056428,69.0,5
IPR007309,75.0,5
IPR035625,96.0,5
IPR026805,228.0,5
IPR048900,61.0,5
IPR055458,245.0,5
IPR055460,80.0,5
IPR048643,51.0,5
IPR040453,59.0,5
IPR040661,54.5,5
IPR024608,38.0,2
IPR022557,350.0,5
IPR056853,87.0,5
IPR041163,124.0,5
IPR040667,114.0,5
IPR041317,101.0,5
IPR055162,102.0,5
IPR025871,301.0,5
IPR025941,182.0,5
IPR029129,139.0,5
IPR041994,50.0,5
IPR040468,111.0,5
IPR041476,153.0,5
IPR056345,29.0,2
IPR028275,72.0,5
IPR025697,242.0,5
IPR033646,181.0,5
IPR022091,110.0,5
IPR048622,53.0,5
IPR024668,82.0,5
IPR057603,66.0,5
IPR057305,118.0,5
IPR034900,76.0,5
IPR056363,188.0,5
IPR056160,379.0,5
IPR044553,44.0,2
IPR055225,212.0,5
IPR024586,127.0,5
IPR007967,100.0,5
IPR058785,94.0,5
IPR015388,245.0,5
IPR032569,48.0,2
IPR016030,169.0,5
IPR003382,175.0,5
IPR033471,106.0,5
IPR045831,273.0,5
IPR056586,74.0,5
IPR057061,70.0,5
IPR021714,315.0,5
IPR059018,100.0,5
IPR032436,189.0,5
IPR005110,164.0,5
IPR005111,74.0,5
IPR042139,114.0,5
IPR003156,104.0,5
IPR007223,137.0,5
IPR056437,53.0,5
IPR057634,78.0,5
IPR055434,107.0,5
IPR047191,183.0,5
IPR057985,296.0,5
IPR013586,66.0,5
IPR025860,27.0,2
IPR019437,147.0,5
IPR031631,150.0,5
IPR031335,481.0,5
IPR045004,329.0,5
IPR031781,94.0,5
IPR035082,140.0,5
IPR035367,138.0,5
IPR035368,159.0,5
IPR035369,204.0,5
IPR035370,155.0,5
IPR035371,132.0,5
IPR022701,165.0,5
IPR018948,117.0,5
IPR037675,279.0,5
IPR028267,382.0,5
IPR029451,219.0,5
IPR029453,105.0,5
IPR029452,72.0,5
IPR049041,47.0,2
IPR022255,104.0,5
IPR055212,79.0,5
IPR007199,99.0,5
IPR031657,97.0,5
IPR019007,80.0,5
IPR047104,1115.0,5
IPR056741,1460.0,5
IPR056742,1927.0,5
IPR019566,64.0,5
IPR020941,176.0,5
IPR024314,220.0,5
IPR019494,134.0,5
IPR041332,137.0,5
IPR046795,112.0,5
IPR033701,75.0,5
IPR009109,174.0,5
IPR015013,108.0,5
IPR057646,290.0,5
IPR022100,283.0,5
IPR048591,99.0,5
IPR022702,133.0,5
IPR032384,101.0,5
IPR041146,123.0,5
IPR015866,74.0,5
IPR009087,100.0,5
IPR057429,81.0,5
IPR059039,81.0,5
IPR059169,93.0,5
IPR024986,180.0,5
