,0
A6NJG2,AF-A6NJG2-F1-model_v4_TED01:1.25.40.20:112:244
A6NJI1,AF-A6NJI1-F1-model_v4_TED01:1.20.5:70:101
A6NJI9,AF-A6NJI9-F1-model_v4_TED01:3.80.10.10:23:189
A6NJJ6,AF-A6NJJ6-F1-model_v4_TED01:-:86:337
A6NJR5,AF-A6NJR5-F1-model_v4_TED01:1.10.472:154:289
A6NJU9,
A6NJW4,AF-A6NJW4-F1-model_v4_TED01:3.80.10.10:49:211;AF-A6NJW4-F1-model_v4_TED02:1.20.5:212:250
A6NJY4,AF-A6NJY4-F1-model_v4_TED01:4.10.860:17:70
A6NK06,AF-A6NK06-F1-model_v4_TED01:1.10.4100.10:7:272;AF-A6NK06-F1-model_v4_TED02:3.30.1330.120:279:403
A6NK97,AF-A6NK97-F1-model_v4_TED01:1.20.1250.20:332:517
A6NKB5,AF-A6NKB5-F1-model_v4_TED01:-:2:970;AF-A6NKB5-F1-model_v4_TED02:-:1351:1857;AF-A6NKB5-F1-model_v4_TED03:-:1512:1765
A6NKD2,AF-A6NKD2-F1-model_v4_TED02:3.30.1120.90:159:288;AF-A6NKD2-F1-model_v4_TED01:1.20.5:118:155
A6NKD9,AF-A6NKD9-F1-model_v4_TED01:1.20.5:22:122
A6NKF7,AF-A6NKF7-F1-model_v4_TED01:1.10.287:70:136
A6NKH3,AF-A6NKH3-F1-model_v4_TED01:-:8:37;AF-A6NKH3-F1-model_v4_TED02:2.20.25.30:38:93
A6NKL6,
A6NKN8,
A6NKP2,AF-A6NKP2-F1-model_v4_TED01:3.40.50.720:105:364
A6NKQ9,AF-A6NKQ9-F1-model_v4_TED01:2.10.90.10:57:146
A6NKU9,AF-A6NKU9-F1-model_v4_TED01:-:391:548
A6NKW6,AF-A6NKW6-F1-model_v4_TED01:-:2:45;AF-A6NKW6-F1-model_v4_TED02:1.20.5:56:96
A6NKX1,
A6NKX4,AF-A6NKX4-F1-model_v4_TED01:1.20.1250.20:2:324;AF-A6NKX4-F1-model_v4_TED02:1.20.1250.20:326:527
A6NL46,
A6NL82,AF-A6NL82-F1-model_v4_TED01:-:12:127
A6NL88,AF-A6NL88-F1-model_v4_TED01:-:78:132
A6NLC5,
A6NLC8,AF-A6NLC8-F1-model_v4_TED01:1.10.20.10:103:184
A6NLE4,AF-A6NLE4-F1-model_v4_TED02:1.20.5:88:128
A6NLP5,AF-A6NLP5-F1-model_v4_TED01:1.25.40.10:44:107;AF-A6NLP5-F1-model_v4_TED02:-:117:182
A6NLX3,AF-A6NLX3-F1-model_v4_TED01:1.10.472:104:236
A6NLX4,AF-A6NLX4-F1-model_v4_TED01:1.20.5:40:78
A6NM10,AF-A6NM10-F1-model_v4_TED01:1.20.1080.10:2:240
A6NM36,AF-A6NM36-F1-model_v4_TED01:3.80.10.10:35:150
A6NM43,AF-A6NM43-F1-model_v4_TED01:1.10.560.10:32:517;AF-A6NM43-F1-model_v4_TED02:3.50.7.10:223:371
A6NM45,AF-A6NM45-F1-model_v4_TED01:1.20.140.150:2:193
A6NM62,
A6NM66,
A6NMA1,
A6NMD0,
A6NMK8,AF-A6NMK8-F1-model_v4_TED01:1.20.5:405:456;AF-A6NMK8-F1-model_v4_TED02:1.20.5:457:493
A6NML5,AF-A6NML5-F1-model_v4_TED01:-:2:178
A6NMN3,AF-A6NMN3-F1-model_v4_TED01:-:106:256
A6NMX2,AF-A6NMX2-F1-model_v4_TED01:3.30.760.10:64:242
A6NMY6,AF-A6NMY6-F1-model_v4_TED01:1.10.220.10:29:104;AF-A6NMY6-F1-model_v4_TED02:1.10.220.10:107:177;AF-A6NMY6-F1-model_v4_TED03:1.10.220.10:189:265;AF-A6NMY6-F1-model_v4_TED04:1.10.220.10:267:336
A6NN90,AF-A6NN90-F1-model_v4_TED01:1.20.5:40:100
A6NNB3,AF-A6NNB3-F1-model_v4_TED01:1.10.150:47:131
A6NNC1,
A6NNL5,AF-A6NNL5-F1-model_v4_TED01:-:1:150
A6NNM8,AF-A6NNM8-F1-model_v4_TED01:-:90:140;AF-A6NNM8-F1-model_v4_TED02:3.30.1490:177:233
A6NNP5,AF-A6NNP5-F1-model_v4_TED01:1.20.5:111:169
A6NNS2,AF-A6NNS2-F1-model_v4_TED01:3.40.50.720:33:277
A6NNT2,AF-A6NNT2-F1-model_v4_TED01:-:2:54;AF-A6NNT2-F1-model_v4_TED02:1.20.5:119:176;AF-A6NNT2-F1-model_v4_TED03:1.20.5:177:213
A6NNV3,AF-A6NNV3-F1-model_v4_TED01:-:154:311
A6PVC2,AF-A6PVC2-F1-model_v4_TED01:-:38:158;AF-A6PVC2-F1-model_v4_TED02:3.30.470.20:163:585;AF-A6PVC2-F1-model_v4_TED03:-:201:339
A6PVL3,
A6PVS8,AF-A6PVS8-F1-model_v4_TED01:3.80.10.10:18:217
A6PVY3,
A7E2S9,AF-A7E2S9-F1-model_v4_TED01:1.25.40.20:132:219
A7E2U8,
A8CG34,
A8K010,
A8K554,
A8K5M9,
A8K830,
A8K8P3,
A8MPS7,AF-A8MPS7-F1-model_v4_TED01:3.20.20.370:7:302
A8MQ03,
A8MQ11,
A8MQB3,
A8MRT5,
A8MSI8,AF-A8MSI8-F1-model_v4_TED01:-:16:78
A8MT33,
A8MT66,
A8MT69,AF-A8MT69-F1-model_v4_TED01:-:45:81
A8MT70,"AF-A8MT70-F1-model_v4_TED02:3.30.160,3.30.40:132:179;AF-A8MT70-F1-model_v4_TED01:1.20.5:22:56"
A8MTJ3,AF-A8MTJ3-F1-model_v4_TED01:1.10.400.10:62:175;AF-A8MTJ3-F1-model_v4_TED02:3.40.50.300:223:336
A8MTL0,AF-A8MTL0-F1-model_v4_TED02:-:111:148;AF-A8MTL0-F1-model_v4_TED01:1.20.5:4:109
A8MTL3,AF-A8MTL3-F1-model_v4_TED01:3.30.40:2:62;AF-A8MTL3-F1-model_v4_TED02:1.20.5:63:139
A8MTL9,AF-A8MTL9-F1-model_v4_TED01:3.30.497.10:43:139
A8MTT3,AF-A8MTT3-F1-model_v4_TED01:-:5:80
A8MTW9,AF-A8MTW9-F1-model_v4_TED01:1.20.5:2:26
A8MTY7,
A8MTZ0,
A8MTZ7,AF-A8MTZ7-F1-model_v4_TED01:-:131:226
A8MU10,
A8MU93,AF-A8MU93-F1-model_v4_TED01:4.10.860:24:100
A8MUA0,
A8MUI8,
A8MUL3,
A8MUN3,
A8MUP6,AF-A8MUP6-F1-model_v4_TED01:1.20.140.150:2:236
A8MUU9,
A8MUX0,
A8MV23,AF-A8MV23-F1-model_v4_TED01:3.30.497.10:14:352;AF-A8MV23-F1-model_v4_TED02:2.30.39.10:209:400
A8MV24,AF-A8MV24-F1-model_v4_TED01:-:2:105;AF-A8MV24-F1-model_v4_TED02:-:44:76
A8MV65,AF-A8MV65-F1-model_v4_TED01:-:80:111
A8MV72,
A8MV81,
A8MVA2,
A8MVJ9,AF-A8MVJ9-F1-model_v4_TED01:-:30:217;AF-A8MVJ9-F1-model_v4_TED02:-:220:338
A8MVM7,
A8MVS5,AF-A8MVS5-F1-model_v4_TED01:2.60.40.10:20:102;AF-A8MVS5-F1-model_v4_TED02:1.20.5:115:161
A8MVW0,"AF-A8MVW0-F1-model_v4_TED01:2.60.40.10:40:126;AF-A8MVW0-F1-model_v4_TED02:2.60.220,2.60.220:128:298"
A8MW99,AF-A8MW99-F1-model_v4_TED01:-:148:273;AF-A8MW99-F1-model_v4_TED02:-:276:385
A8MWD9,AF-A8MWD9-F1-model_v4_TED01:2.30.30.100:16:73
A8MWL7,
A8MWP4,
A8MWV9,
A8MX34,AF-A8MX34-F1-model_v4_TED01:-:15:51
A8MX80,
A8MXE2,AF-A8MXE2-F1-model_v4_TED01:3.90.550.50:20:364
A8MXQ7,"AF-A8MXQ7-F1-model_v4_TED01:1.25.40.20:131:278;AF-A8MXQ7-F1-model_v4_TED03:3.40.50,3.40.50:406:560;AF-A8MXQ7-F1-model_v4_TED02:3.90.20:283:402"
A8MXU0,AF-A8MXU0-F1-model_v4_TED01:2.20.20:26:58
A8MXV6,AF-A8MXV6-F1-model_v4_TED01:1.10.287:201:243
A8MXZ3,
A8MY62,AF-A8MY62-F1-model_v4_TED01:3.40.710.10:46:348
A8MYA2,
A8MYB1,AF-A8MYB1-F1-model_v4_TED01:1.20.5:15:126
A8MYJ7,"AF-A8MYJ7-F1-model_v4_TED01:1.25.40,1.20.1310:467:566"
A8MYP8,
A8MYZ5,AF-A8MYZ5-F1-model_v4_TED01:1.20.5:2:106
A8MZ25,
A8MZ97,AF-A8MZ97-F1-model_v4_TED01:1.20.5:14:44
A8MZA4,AF-A8MZA4-F1-model_v4_TED01:1.10.287:111:432
A8MZF0,
A8MZG2,
A8MZH6,AF-A8MZH6-F1-model_v4_TED01:2.60.40.3210:28:119
B0FP48,AF-B0FP48-F1-model_v4_TED01:2.60.40:42:178
B0L3A2,
B0YJ81,AF-B0YJ81-F1-model_v4_TED01:-:71:288
B1AH88,
B1AK76,
B1AL88,AF-B1AL88-F1-model_v4_TED01:-:169:378
B1AMM8,
B1ANH7,
B1ANS9,AF-B1ANS9-F1-model_v4_TED01:-:2:96;AF-B1ANS9-F1-model_v4_TED02:2.130.10.10:132:380
B1ANY3,
B1ATL7,
B2CW77,
B2RBV5,AF-B2RBV5-F1-model_v4_TED01:1.20.5:28:73;AF-B2RBV5-F1-model_v4_TED02:1.20.5:79:119
B2RC85,AF-B2RC85-F1-model_v4_TED01:2.20.110.10:224:342;AF-B2RC85-F1-model_v4_TED03:-:566:806;AF-B2RC85-F1-model_v4_TED02:1.10.238:385:537
B2RUZ4,AF-B2RUZ4-F1-model_v4_TED01:1.20.5:29:78
B2RV13,AF-B2RV13-F1-model_v4_TED01:1.20.5:109:133
B2RXF0,AF-B2RXF0-F1-model_v4_TED01:-:54:377
B3EWF7,
B3EWG3,
B3EWG5,
B3EWG6,
B3KS81,
B3SHH9,AF-B3SHH9-F1-model_v4_TED01:1.20.140.150:2:222
B4DJY2,
B4DS77,AF-B4DS77-F1-model_v4_TED01:-:72:130;AF-B4DS77-F1-model_v4_TED02:1.20.5:148:178
B4DZS4,AF-B4DZS4-F1-model_v4_TED01:-:46:215
B4E2M5,AF-B4E2M5-F1-model_v4_TED01:1.25.40.20:62:124;AF-B4E2M5-F1-model_v4_TED02:1.25.40.20:126:224
B5MD39,AF-B5MD39-F1-model_v4_TED01:3.60.20.40:21:219
B6SEH8,
B6SEH9,
B7Z368,
B7ZAP0,AF-B7ZAP0-F1-model_v4_TED01:1.20.5:176:225
B7ZAQ6,AF-B7ZAQ6-F1-model_v4_TED01:-:1:455
B7ZBB8,AF-B7ZBB8-F1-model_v4_TED01:2.60.40.2440:197:353
B8ZZ34,AF-B8ZZ34-F1-model_v4_TED01:-:60:116;AF-B8ZZ34-F1-model_v4_TED02:4.10.170:136:181
B9A014,AF-B9A014-F1-model_v4_TED01:3.30.420.10:19:249
B9EJG8,AF-B9EJG8-F1-model_v4_TED01:1.20.120:7:218
C0HLS1,
C0HLU2,
C0HLV8,
C0HLZ6,
C0HM01,
C0HM02,
C0HM83,
C0HM98,
C0HMA1,
C0HMD6,
C0HMD7,
C9J069,AF-C9J069-F1-model_v4_TED01:-:662:705;AF-C9J069-F1-model_v4_TED02:-:712:852;AF-C9J069-F1-model_v4_TED03:-:873:963
C9J302,
C9J3I9,AF-C9J3I9-F1-model_v4_TED01:1.20.5:36:68
C9J3V5,
C9J6K1,AF-C9J6K1-F1-model_v4_TED01:3.30.70.330:48:198
C9JC47,
C9JCN9,AF-C9JCN9-F1-model_v4_TED01:4.10.270:11:73
C9JDP6,AF-C9JDP6-F1-model_v4_TED01:1.20.140.150:18:191
C9JE40,AF-C9JE40-F1-model_v4_TED01:1.25.40:335:540
C9JFL3,
C9JG80,
C9JH25,AF-C9JH25-F1-model_v4_TED01:1.20.1070.10:363:629
C9JI98,AF-C9JI98-F1-model_v4_TED01:-:33:121
C9JL84,AF-C9JL84-F1-model_v4_TED02:-:456:531
C9JLW8,AF-C9JLW8-F1-model_v4_TED01:1.20.5:30:55
C9JQI7,AF-C9JQI7-F1-model_v4_TED02:-:328:528;AF-C9JQI7-F1-model_v4_TED01:1.25.40:21:236
C9JQL5,AF-C9JQL5-F1-model_v4_TED01:1.10.287:54:133
C9JRZ8,AF-C9JRZ8-F1-model_v4_TED01:3.20.20.100:5:300
C9JTQ0,AF-C9JTQ0-F1-model_v4_TED01:1.25.40.20:2:110;AF-C9JTQ0-F1-model_v4_TED02:1.25.40.20:115:187
C9JUS6,
C9JVW0,AF-C9JVW0-F1-model_v4_TED01:1.20.5:30:56
C9JXX5,
D0EPY3,
D3DTV9,
D6REC4,
D6RGH6,AF-D6RGH6-F1-model_v4_TED01:1.20.5:179:248
D6RIA3,
E0CX11,
E2RYF7,AF-E2RYF7-F1-model_v4_TED01:-:84:239
E5RHQ5,
E5RIL1,AF-E5RIL1-F1-model_v4_TED01:-:40:176
E5RJ46,
E5RJM6,
E5RQL4,AF-E5RQL4-F1-model_v4_TED01:-:12:71;AF-E5RQL4-F1-model_v4_TED02:-:72:142
E7EW31,
E9PI22,
E9PIF3,
E9PJ23,
E9PJI5,
E9PKD4,AF-E9PKD4-F1-model_v4_TED01:1.20.5:149:199
E9PQ53,AF-E9PQ53-F1-model_v4_TED01:-:25:100
E9PQR5,
E9PQX1,AF-E9PQX1-F1-model_v4_TED01:1.20.58:16:116
E9PRG8,AF-E9PRG8-F1-model_v4_TED01:-:13:85
F2Z333,AF-F2Z333-F1-model_v4_TED01:2.60.40.10:38:178;AF-F2Z333-F1-model_v4_TED02:1.20.5:180:214
F2Z398,
F2Z3F1,
F5H4A9,AF-F5H4A9-F1-model_v4_TED01:-:43:105
F5H4B4,AF-F5H4B4-F1-model_v4_TED01:-:2:461;AF-F5H4B4-F1-model_v4_TED02:1.20.5:465:496
F7VJQ1,AF-F7VJQ1-F1-model_v4_TED01:1.20.5:15:66
F8W0I5,
F8W1W9,
F8WFD2,
G3V211,
G5E9R7,
H0Y354,"AF-H0Y354-F1-model_v4_TED01:2.170.150,2.170.150:14:127"
H0Y7S4,AF-H0Y7S4-F1-model_v4_TED01:3.80.10.10:230:382
H0YL14,AF-H0YL14-F1-model_v4_TED01:1.10.287:63:139
H0YM25,
H3BMG3,AF-H3BMG3-F1-model_v4_TED01:-:25:51
H3BNL1,
H3BNL8,AF-H3BNL8-F1-model_v4_TED01:1.25.10.10:50:226
H3BPM6,AF-H3BPM6-F1-model_v4_TED01:-:11:209;AF-H3BPM6-F1-model_v4_TED02:3.90.1720:53:188
H3BQB6,
H3BQW9,
H3BR10,AF-H3BR10-F1-model_v4_TED01:1.20.5:61:91
H3BRN8,AF-H3BRN8-F1-model_v4_TED01:-:30:63
H3BS89,AF-H3BS89-F1-model_v4_TED01:1.20.140.150:2:276
H3BTG2,AF-H3BTG2-F1-model_v4_TED01:-:4:87
H3BU77,
H3BV60,AF-H3BV60-F1-model_v4_TED01:2.60.40.4100:81:237
H7C241,AF-H7C241-F1-model_v4_TED01:1.20.140.150:26:198
H7C350,
I0J062,
I3L0S3,
I3L1E1,AF-I3L1E1-F1-model_v4_TED01:1.20.5:51:81
I3L273,
I3L3L1,
I3L3R5,AF-I3L3R5-F1-model_v4_TED01:1.10.287:30:72
J3KSC0,
K7EIQ3,
K7EJ46,AF-K7EJ46-F1-model_v4_TED01:1.20.5:28:58
K9M1U5,AF-K9M1U5-F1-model_v4_TED01:-:30:179
L0R6Q1,
L0R819,AF-L0R819-F1-model_v4_TED01:1.10.287.370:21:91
L0R8F8,AF-L0R8F8-F1-model_v4_TED01:-:2:60
M5A8F1,AF-M5A8F1-F1-model_v4_TED01:-:46:141
O00115,AF-O00115-F1-model_v4_TED01:-:30:345
O00142,AF-O00142-F1-model_v4_TED01:3.40.50.300:52:257
O00165,AF-O00165-F1-model_v4_TED01:-:209:244
O00167,AF-O00167-F1-model_v4_TED01:3.40.50.12350:270:536
O00168,AF-O00168-F1-model_v4_TED01:1.20.5:37:68
O00175,AF-O00175-F1-model_v4_TED01:2.40.50.40:33:100
O00186,AF-O00186-F1-model_v4_TED01:3.40.50.2060:6:139;AF-O00186-F1-model_v4_TED02:3.40.50.1910:143:579;AF-O00186-F1-model_v4_TED03:3.90.830.10:248:446
O00192,AF-O00192-F1-model_v4_TED01:1.25.10.10:358:474;AF-O00192-F1-model_v4_TED02:1.25.10.10:486:692
O00193,
O00198,AF-O00198-F1-model_v4_TED01:1.20.5:13:59
O00219,AF-O00219-F1-model_v4_TED01:-:1:553
O00221,AF-O00221-F1-model_v4_TED01:1.25.40.20:247:353;AF-O00221-F1-model_v4_TED02:1.25.40.20:363:481
O00230,
O00253,AF-O00253-F1-model_v4_TED01:4.10.760.10:86:132
O00255,AF-O00255-F1-model_v4_TED01:-:2:274
O00258,AF-O00258-F1-model_v4_TED01:1.10.287:1:123
O00287,AF-O00287-F1-model_v4_TED01:-:229:263
O00322,AF-O00322-F1-model_v4_TED02:1.10.1450:127:221;AF-O00322-F1-model_v4_TED01:1.20.120:13:258
O00337,AF-O00337-F1-model_v4_TED01:-:180:425;AF-O00337-F1-model_v4_TED02:-:601:649
O00341,AF-O00341-F1-model_v4_TED01:1.10.3860.10:2:486
O00399,AF-O00399-F1-model_v4_TED01:2.160.10.10:8:156
O00400,"AF-O00400-F1-model_v4_TED01:1.20.1250.20:72:282;AF-O00400-F1-model_v4_TED02:1.20.1250,1.20.1250:293:549"
O00411,AF-O00411-F1-model_v4_TED01:1.25.40:170:355;AF-O00411-F1-model_v4_TED02:-:394:668;AF-O00411-F1-model_v4_TED03:1.10.287.280:710:918;AF-O00411-F1-model_v4_TED04:-:919:1230;AF-O00411-F1-model_v4_TED05:-:955:1044
O00422,AF-O00422-F1-model_v4_TED01:3.10.20.550:27:137
O00442,"AF-O00442-F1-model_v4_TED01:3.30.110,3.30.110:2:83;AF-O00442-F1-model_v4_TED02:3.65.10.20:85:177;AF-O00442-F1-model_v4_TED03:3.30.360.20:190:288"
O00453,AF-O00453-F1-model_v4_TED01:1.20.5:28:60
O00458,AF-O00458-F1-model_v4_TED01:1.25.10.10:81:204
O00461,
O00471,AF-O00471-F1-model_v4_TED03:1.20.58:561:707;AF-O00471-F1-model_v4_TED01:1.20.5:39:121;AF-O00471-F1-model_v4_TED02:1.20.190:377:547
O00476,AF-O00476-F1-model_v4_TED01:-:36:200;AF-O00476-F1-model_v4_TED02:1.20.1250.20:212:416
O00479,
O00483,AF-O00483-F1-model_v4_TED01:-:2:74
O00501,AF-O00501-F1-model_v4_TED01:1.20.140.150:2:191
O00512,
O00515,
O00519,AF-O00519-F1-model_v4_TED01:3.90.1300.10:34:315;AF-O00519-F1-model_v4_TED02:3.90.1300.10:319:579;AF-O00519-F1-model_v4_TED03:-:370:450
O00526,AF-O00526-F1-model_v4_TED01:2.60.40.10:25:142;AF-O00526-F1-model_v4_TED02:1.20.5:145:183
O00559,AF-O00559-F1-model_v4_TED01:1.20.5:168:213
O00566,AF-O00566-F1-model_v4_TED01:-:5:97
O00584,AF-O00584-F1-model_v4_TED01:3.90.730.10:36:248
O00585,AF-O00585-F1-model_v4_TED01:2.40.50.40:32:95
O00592,AF-O00592-F1-model_v4_TED01:-:341:419;AF-O00592-F1-model_v4_TED02:-:420:451;AF-O00592-F1-model_v4_TED03:1.20.5:460:498
O00624,AF-O00624-F1-model_v4_TED01:1.20.1250.20:17:253;AF-O00624-F1-model_v4_TED02:1.20.1250.20:266:423
O00625,AF-O00625-F1-model_v4_TED01:2.60.120.10:120:172;AF-O00625-F1-model_v4_TED02:-:249:290
O00626,AF-O00626-F1-model_v4_TED01:2.40.50.40:35:93
O00628,AF-O00628-F1-model_v4_TED01:2.130.10.10:11:321
O00631,
O00744,AF-O00744-F1-model_v4_TED01:-:47:328;AF-O00744-F1-model_v4_TED02:3.30.2460.20:331:389
O00755,AF-O00755-F1-model_v4_TED01:-:28:287;AF-O00755-F1-model_v4_TED02:3.30.2460.20:289:349
O00757,AF-O00757-F1-model_v4_TED01:3.30.540.10:15:201;AF-O00757-F1-model_v4_TED02:3.40.190.80:210:339
O00764,AF-O00764-F1-model_v4_TED01:3.40.1190.20:5:310
O00767,AF-O00767-F1-model_v4_TED01:-:74:272
O14490,AF-O14490-F1-model_v4_TED01:-:794:898
O14493,AF-O14493-F1-model_v4_TED01:1.20.140.150:3:182
O14494,AF-O14494-F1-model_v4_TED01:-:35:253
O14495,AF-O14495-F1-model_v4_TED01:-:63:275
O14513,AF-O14513-F1-model_v4_TED01:1.20.5:18:115
O14519,AF-O14519-F1-model_v4_TED01:1.20.58:59:115
O14520,AF-O14520-F1-model_v4_TED01:1.20.1080.10:26:277
O14521,AF-O14521-F1-model_v4_TED01:1.20.1300.10:90:159
O14524,"AF-O14524-F1-model_v4_TED01:2.60.120,2.60.120:50:160;AF-O14524-F1-model_v4_TED02:-:166:298;AF-O14524-F1-model_v4_TED03:-:364:415"
O14548,AF-O14548-F1-model_v4_TED01:4.10.91.10:71:114
O14556,AF-O14556-F1-model_v4_TED01:3.40.50.720:78:200;AF-O14556-F1-model_v4_TED02:3.30.360.10:225:389
O14576,AF-O14576-F1-model_v4_TED01:2.130.10.10:272:425;AF-O14576-F1-model_v4_TED02:2.130.10.10:433:645
O14579,AF-O14579-F1-model_v4_TED02:1.25.40:220:308;AF-O14579-F1-model_v4_TED01:1.25.40:20:90
O14593,
O14598,
O14599,
O14602,AF-O14602-F1-model_v4_TED01:2.40.50.140:32:105
O14603,
O14604,AF-O14604-F1-model_v4_TED01:-:6:44
O14609,
O14625,AF-O14625-F1-model_v4_TED01:2.40.50.40:28:90
O14633,
O14645,
O14653,AF-O14653-F1-model_v4_TED01:1.20.58.400:2:212
O14681,AF-O14681-F1-model_v4_TED01:-:9:308
O14683,AF-O14683-F1-model_v4_TED01:-:63:184
O14684,AF-O14684-F1-model_v4_TED01:1.20.120.550:13:151
O14717,AF-O14717-F1-model_v4_TED01:3.40.50.150:5:391;AF-O14717-F1-model_v4_TED02:3.90.120.10:232:376
O14732,AF-O14732-F1-model_v4_TED01:3.30.540.10:6:157;AF-O14732-F1-model_v4_TED02:3.40.190.80:166:277
O14734,AF-O14734-F1-model_v4_TED01:2.40.160.210:27:313
O14735,AF-O14735-F1-model_v4_TED01:-:1:86;AF-O14735-F1-model_v4_TED02:-:90:213
O14737,AF-O14737-F1-model_v4_TED01:1.10.8.140:32:99
O14744,AF-O14744-F1-model_v4_TED01:3.20.20.150:15:218;AF-O14744-F1-model_v4_TED02:3.40.50.150:320:435;AF-O14744-F1-model_v4_TED03:2.70.160.11:467:635
O14756,AF-O14756-F1-model_v4_TED01:3.40.50.720:22:287
O14777,AF-O14777-F1-model_v4_TED01:1.10.418.30:88:200;AF-O14777-F1-model_v4_TED02:-:294:418
O14788,AF-O14788-F1-model_v4_TED02:2.60.120.40:166:316;AF-O14788-F1-model_v4_TED01:1.20.5:115:144
O14791,AF-O14791-F1-model_v4_TED01:-:65:121
O14810,AF-O14810-F1-model_v4_TED01:1.20.5:37:91
O14817,AF-O14817-F1-model_v4_TED01:-:2:238
O14818,AF-O14818-F1-model_v4_TED01:3.60.20.10:19:243
O14828,AF-O14828-F1-model_v4_TED01:-:173:325
O14832,AF-O14832-F1-model_v4_TED01:2.60.120.620:56:333
O14836,AF-O14836-F1-model_v4_TED01:-:33:74;AF-O14836-F1-model_v4_TED02:4.10.1290.10:75:116;AF-O14836-F1-model_v4_TED03:1.20.5:159:189
O14841,"AF-O14841-F1-model_v4_TED01:3.40.50,3.40.50:94:250;AF-O14841-F1-model_v4_TED02:-:359:463;AF-O14841-F1-model_v4_TED03:-:528:641;AF-O14841-F1-model_v4_TED04:-:736:949;AF-O14841-F1-model_v4_TED05:-:1098:1260"
O14879,AF-O14879-F1-model_v4_TED01:1.25.40.10:2:129;AF-O14879-F1-model_v4_TED02:1.10.287:275:339
O14880,AF-O14880-F1-model_v4_TED01:1.20.120.550:16:133
O14893,AF-O14893-F1-model_v4_TED01:1.20.58.1070:99:274
O14894,AF-O14894-F1-model_v4_TED01:-:2:187
O14904,AF-O14904-F1-model_v4_TED01:-:28:307;AF-O14904-F1-model_v4_TED02:3.30.2460.20:311:365
O14905,AF-O14905-F1-model_v4_TED01:-:59:295;AF-O14905-F1-model_v4_TED02:3.30.2460.20:301:357
O14925,AF-O14925-F1-model_v4_TED01:-:69:150
O14929,AF-O14929-F1-model_v4_TED01:3.90.360.10:23:136
O14949,AF-O14949-F1-model_v4_TED01:1.20.5.210:32:71
O14957,AF-O14957-F1-model_v4_TED01:1.20.5:10:44
O14958,AF-O14958-F1-model_v4_TED01:3.40.30.10:36:143;AF-O14958-F1-model_v4_TED02:3.40.30.10:147:245;AF-O14958-F1-model_v4_TED03:3.40.30.10:250:368
O14960,AF-O14960-F1-model_v4_TED01:2.70.70.10:37:151
O14967,AF-O14967-F1-model_v4_TED01:2.60.120.200:61:455
O14972,AF-O14972-F1-model_v4_TED01:2.60.40.640:5:142;AF-O14972-F1-model_v4_TED02:2.60.40.640:154:296
O14974,AF-O14974-F1-model_v4_TED01:1.25.40.20:38:165;AF-O14974-F1-model_v4_TED02:1.25.40.20:169:295
O14977,AF-O14977-F1-model_v4_TED01:2.40.37.10:9:403;AF-O14977-F1-model_v4_TED02:3.20.20.10:46:275
O14990,AF-O14990-F1-model_v4_TED01:1.20.5:117:166
O14994,AF-O14994-F1-model_v4_TED01:3.40.50.20:93:193;AF-O14994-F1-model_v4_TED02:3.30.470.20:195:373;AF-O14994-F1-model_v4_TED03:3.30.1490.20:228:287
O15049,
O15063,AF-O15063-F1-model_v4_TED01:-:72:201;AF-O15063-F1-model_v4_TED02:-:243:509
O15078,"AF-O15078-F1-model_v4_TED01:-:212:389;AF-O15078-F1-model_v4_TED03:1.10.287,1.10.287:1205:1339;AF-O15078-F1-model_v4_TED02:1.20.5:871:954"
O15079,AF-O15079-F1-model_v4_TED01:1.20.5:73:184
O15083,AF-O15083-F1-model_v4_TED01:-:736:916
O15084,AF-O15084-F1-model_v4_TED01:1.25.40.20:232:335
O15091,AF-O15091-F1-model_v4_TED01:1.25.40:122:304;AF-O15091-F1-model_v4_TED02:-:305:583;AF-O15091-F1-model_v4_TED03:3.40.50.11980:363:542
O15116,AF-O15116-F1-model_v4_TED01:2.30.30.100:5:118
O15126,AF-O15126-F1-model_v4_TED01:-:142:306
O15127,AF-O15127-F1-model_v4_TED01:1.20.120:144:294
O15130,
O15143,AF-O15143-F1-model_v4_TED01:2.130.10.10:212:372
O15144,AF-O15144-F1-model_v4_TED01:3.30.1460.20:8:122;AF-O15144-F1-model_v4_TED02:3.30.1460.20:136:256
O15145,AF-O15145-F1-model_v4_TED01:1.10.1760.10:14:169
O15160,AF-O15160-F1-model_v4_TED01:2.170.120.12:85:226;AF-O15160-F1-model_v4_TED02:3.30.1360.10:232:307
O15162,AF-O15162-F1-model_v4_TED01:-:109:306
O15165,"AF-O15165-F1-model_v4_TED01:4.10.400,4.10.400:10:54;AF-O15165-F1-model_v4_TED02:1.20.5:55:93"
O15172,AF-O15172-F1-model_v4_TED01:-:29:71
O15212,AF-O15212-F1-model_v4_TED01:1.10.287.370:31:111
O15213,AF-O15213-F1-model_v4_TED01:2.130.10.10:169:500
O15225,
O15234,
O15235,AF-O15235-F1-model_v4_TED01:2.40.50.140:58:131
O15239,AF-O15239-F1-model_v4_TED02:-:38:70;AF-O15239-F1-model_v4_TED01:1.20.5:2:36
O15240,
O15243,AF-O15243-F1-model_v4_TED01:-:6:121
O15244,AF-O15244-F1-model_v4_TED01:1.20.1250.20:2:328;AF-O15244-F1-model_v4_TED02:-:50:130;AF-O15244-F1-model_v4_TED03:1.20.1250.20:339:555
